YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,T2MDEW,T2MWET,TS,PS,WS10M,WD10M,WS50M,WD50M
2005,4,14,3.78,78.12,0.63,-0.33,-3.89,-2.11,0.26,76.31,3.35,227.38,3.91,225
2005,4,15,2.5,46.25,0.22,2.37,-8.88,-3.25,2.12,76.52,2.3,210.94,2.55,209.5
2005,4,16,2.81,38.69,0,5.81,-7.6,-0.89,4.73,76.37,2.3,210.56,2.54,208
2005,4,17,3.3,41.38,0,7.55,-5.55,1,6.43,76.37,2.67,199.12,3.04,197.75
2005,4,18,3.6,40.06,0,9.73,-4.74,2.5,9.21,76.33,2.48,157.31,3.38,137.81
2005,4,19,4.58,53.69,0,8.41,-1.9,3.26,8.55,76.32,3.69,192.44,4.66,191.5
2005,4,20,5.62,65.56,0.01,8.21,1.56,4.89,8.39,76.54,1.94,215.56,2.16,210.75
2005,4,21,4.94,56.69,0,8.43,-0.3,4.07,8.01,76.46,2.66,218.25,3.02,216.94
2005,4,22,5.43,63.31,0,7.98,0.99,4.48,7.68,76.4,2.02,205.69,2.41,203.75
2005,4,23,5.98,70.38,0.07,8.16,2.3,5.23,8.74,76.25,2.21,216,2.6,213.69
2005,4,24,6.23,76.94,0.18,7.02,2.84,4.93,8.22,76.09,2.02,208.12,2.12,207.25
2005,4,25,5.07,56.75,0,9.3,-0.11,4.59,9.18,75.84,1.28,151.12,1.59,145.75
2005,4,26,5.55,53.75,0,11.23,0.79,6.01,11.26,75.79,1.62,199.94,1.99,193.38
2005,4,27,6.77,70.56,0,9.98,3.77,6.87,11.05,75.75,1.77,207.25,1.74,205.31
2005,4,28,6.84,71.5,0.01,9.35,4.08,6.72,9.59,75.68,1.78,222.06,1.91,219.44
2005,4,29,7.02,74.06,8.48,9.47,4.51,6.99,9.58,75.75,2.19,231.62,2.35,230.19
2005,4,30,6.71,69.19,1.75,9.7,3.9,6.8,9.51,75.81,1.68,220.19,1.91,219.38
2005,5,1,6.59,61.44,0,11.18,3.58,7.38,10.94,75.73,1.92,226.38,2.12,224.06
2005,5,2,7.08,77.94,0.3,8.62,4.73,6.68,9.1,75.75,1.9,195.88,2.21,194.81
2005,5,3,6.77,65.06,0.01,11.37,3.93,7.65,11.45,75.6,2.29,217.19,2.62,217.38
2005,5,4,6.84,71.38,0.01,9.32,4.09,6.71,8.98,75.57,2.12,133.88,3.05,135
2005,5,5,6.35,70.94,0.25,8.49,2.9,5.7,9.16,75.68,2.49,203.38,3.14,204.06
2005,5,6,6.35,67.69,0.11,9.23,3.15,6.19,9.77,75.6,2.41,215.56,2.84,213.44
2005,5,7,5.98,57.94,0.17,11.58,2,6.79,12.34,75.41,2.82,243.62,3.52,242.88
2005,5,8,6.59,85.06,3.56,6.04,3.51,4.77,7.25,75.62,2.78,284.19,2.81,283.38
2005,5,9,5.68,86.06,4.91,3.87,1.62,2.75,4.85,75.88,2.1,242.5,2.16,242.88
2005,5,10,5.13,70.31,0.1,5.77,0.26,3.02,6.4,76.11,2.15,248.88,2.38,246.88
2005,5,11,3.91,50.56,0,7.41,-3.31,2.05,7.49,76.08,2.6,241.88,2.86,241.19
2005,5,12,5.68,77.69,1.76,5.49,1.56,3.53,6.74,76.02,1.75,228.06,2.06,225
2005,5,13,5.55,91.81,35.05,2.53,1.25,1.89,2.96,75.99,1.75,242.06,2.14,242.19
2005,5,14,5.07,85.81,1.93,2.45,0.05,1.25,2.74,76.03,1.85,244.94,2.28,250.06
2005,5,15,4.76,77.06,2.66,2.97,-0.89,1.04,3.22,75.97,1.98,185.88,2.47,185.25
2005,5,16,4.58,70.81,1.25,3.94,-1.21,1.37,4.76,76.15,2,223.62,2.27,222.12
2005,5,17,4.27,63.81,2.61,4.81,-2.25,1.28,5.36,76.16,2.33,239.25,2.66,238.12
2005,5,18,4.82,73.81,0.5,3.74,-0.66,1.54,4.08,75.91,1.55,196.19,1.84,168.25
2005,5,19,4.52,75.19,2.94,2.94,-1.53,0.71,3.73,75.98,3.11,216.88,3.24,215.81
2005,5,20,3.91,65.94,0.82,2.91,-3.44,-0.26,3.8,76.04,1.97,269.19,2.25,269.62
2005,5,21,3.91,62.31,1.16,3.52,-3.29,0.12,3.62,76.05,1.24,234.69,1.4,232.06
2005,5,22,3.85,52.5,0.07,6.16,-3.62,1.27,6.47,75.96,2.55,196.31,2.92,195.31
2005,5,23,4.46,59.38,0.13,6.01,-2,2.01,6.1,75.9,2.38,218.62,2.7,218.81
2005,5,24,5.37,70.94,0.14,6.23,0.78,3.5,7.62,75.99,2.27,229.38,2.55,228.06
2005,5,25,5.62,72.81,0.18,6.38,1.51,3.95,7.6,75.95,2.28,226.75,2.44,227.94
2005,5,26,5.86,78.19,1.61,5.87,2.08,3.98,6.73,75.98,1.81,225.75,2.02,228.62
2005,5,27,5.55,66.25,0.06,7.97,1.41,4.69,8.23,76.05,1.67,233,1.85,233.44
2005,5,28,5.68,60.25,0,9.26,1.62,5.44,9.36,76.01,1.9,240.25,2.1,240
2005,5,29,6.1,61.88,0,9.96,2.62,6.29,10.19,76.03,1.98,215.5,2.23,214.06
2005,5,30,5.98,64.5,0,9.23,2.25,5.74,8.95,76.04,1.73,183.31,2.29,175.5
2005,5,31,6.53,61.81,0.15,11.02,3.64,7.33,10.69,76.07,2.16,249.12,2.48,250.25
2005,6,1,6.9,63.44,0.08,11.48,4.31,7.9,11.21,75.9,2.18,243.12,2.46,243.56
2005,6,2,7.45,63.38,0,12.82,5.44,9.13,13.05,75.88,2.29,250.25,2.52,251
2005,6,3,7.81,56.56,0,15.43,6.1,10.76,15.23,75.9,2.31,255.88,2.52,257.56
2005,6,4,8,61.06,0.01,14.62,6.35,10.48,14.51,76.05,2.31,262.06,2.54,260.88
2005,6,5,7.45,73.19,0.05,10.51,5.48,7.99,11.26,76.2,1.81,193.62,2.3,177.75
2005,6,6,6.53,62.94,0.97,10.76,3.67,7.21,10.48,76.19,1.66,239.44,1.83,240.44
2005,6,7,6.77,63.19,0.13,11.25,4.08,7.67,11.5,76.11,2.42,249.62,2.68,248.25
2005,6,8,6.35,54.19,0.16,13.4,3.2,8.3,13.82,75.87,2.15,251,2.38,250
2005,6,9,6.53,52.94,0.01,13.52,3.42,8.47,13.64,75.84,2.31,282.06,2.59,282.81
2005,6,10,7.39,62,0.09,13.23,5.2,9.22,14.64,75.65,2.55,247.5,2.7,249.75
2005,6,11,7.93,86.38,27.99,8.65,6.33,7.49,9.68,75.78,2.34,259.38,2.45,256.62
2005,6,12,8,84.75,4.29,8.98,6.42,7.7,9.19,75.83,1.59,253.94,1.76,254.5
2005,6,13,7.63,76.25,0,10.1,5.79,7.94,10.49,75.92,1.76,214.44,2,200.44
2005,6,14,7.2,62.06,0,12.87,5.01,8.94,13.11,76.09,2.38,232.81,2.65,233.12
2005,6,15,7.14,53.94,0,14.97,4.76,9.87,14.78,76.07,2.44,241.38,2.74,241.31
2005,6,16,7.14,51.94,0,15.33,4.86,10.09,15.19,76.03,2.52,228.06,2.87,227.12
2005,6,17,7.26,49.75,0,16.23,5.07,10.65,15.69,75.97,2.23,215.62,2.53,215.19
2005,6,18,7.51,51.06,0,16.27,5.45,10.86,16.33,75.77,2.08,250.56,2.31,251.75
2005,6,19,7.81,56.81,0.25,15.3,6.14,10.73,15.69,75.81,2.1,232.12,2.48,231.06
2005,6,20,8.06,62.88,0.48,14.34,6.57,10.46,15.37,75.89,2.16,203.94,2.71,202.94
2005,6,21,7.63,52.81,0,16.24,5.72,10.98,16.79,75.83,2.71,224.81,3.31,223.81
2005,6,22,7.63,48.06,0.26,17.94,5.8,11.87,17.5,75.97,2.88,233.06,3.43,234.12
2005,6,23,7.63,42.06,0.1,20.04,5.77,12.9,19.21,76.01,2.77,252.31,3.39,254.62
2005,6,24,8.36,55.44,0.47,16.87,7.08,11.98,16.8,75.95,3.73,265.62,4.3,265.25
2005,6,25,7.45,64.62,0.12,12.72,5.51,9.12,14.62,75.96,2.49,256.81,2.82,249.12
2005,6,26,5.68,48.81,0,13.23,1.64,7.44,14.21,75.93,2.59,237.81,2.84,234.06
2005,6,27,6.29,46.06,0.02,15.23,2.9,9.07,15.93,75.74,2.97,255.38,3.56,253.56
2005,6,28,7.45,59.44,0.89,14.15,5.4,9.77,15.78,75.65,2.61,203.31,3.12,199.62
2005,6,29,7.57,63.31,0.02,13.48,5.62,9.55,15.08,75.75,2.47,220.06,3.2,219.75
2005,6,30,6.53,50.94,0.77,14.76,3.47,9.12,15.43,75.8,2.27,239.75,2.7,240.25
2005,7,1,5.55,40.62,0,16.13,1.11,8.62,16.61,75.71,2.45,221.5,2.71,220.69
2005,7,2,6.23,50.31,0.07,13.62,2.66,8.15,13.9,75.68,2.69,205.94,3.23,207.31
2005,7,3,6.84,59.56,0,12.44,4.26,8.35,13.25,75.8,1.93,101.94,2.53,100.19
2005,7,4,5.98,43.38,0.92,16.22,2.28,9.25,16.8,75.6,2.26,232.5,2.53,235.12
2005,7,5,6.16,39.25,0.01,17.9,2.67,10.28,18.27,75.48,2.09,252.38,2.34,254.44
2005,7,6,5.68,33,0.06,19.5,1.4,10.44,19.58,75.58,2.07,251.38,2.21,250.19
2005,7,7,5.31,31.25,0,19.98,0.51,10.24,20.3,75.75,2.62,233.75,2.95,234.12
2005,7,8,4.76,26.81,0,20.35,-0.91,9.73,20.23,75.96,2.52,234.12,2.8,235
2005,7,9,5.55,28.94,0,21.35,1.13,11.24,21.58,76.04,2.41,233.62,2.7,220.69
2005,7,10,6.59,34.44,0,20.98,3.74,12.37,22.03,76.05,2.43,240.88,2.78,242.25
2005,7,11,7.57,40.88,0,19.95,5.74,12.84,20.87,76.05,2.14,230.88,2.24,234.81
2005,7,12,7.63,42.94,0,19.87,5.77,12.82,21.35,75.86,2.61,239.38,2.95,238.12
2005,7,13,6.04,35.5,0.05,19.19,2.26,10.73,20.07,75.85,3.38,291.75,4.21,289.56
2005,7,14,5.98,38.12,0,17.33,2.45,9.89,18.62,75.91,2.96,281.38,3.6,281
2005,7,15,6.29,51.88,0.25,13.83,3.16,8.5,15.62,76.04,3.75,224.25,4.28,224.62
2005,7,16,4.82,46.62,0.08,12.32,-0.75,5.79,14.47,76.11,4.16,238.75,4.86,239.75
2005,7,17,4.03,37,0,12.99,-3.27,4.86,14.32,76.06,3.04,230.75,3.52,229.44
2005,7,18,2.69,21.94,0,15.27,-8.27,3.5,15.68,75.98,2.87,219.75,3.2,218
2005,7,19,3.91,26.94,0,16.37,-3.56,6.4,16.47,76.06,2.98,227.81,3.24,227.25
2005,7,20,4.46,30.06,0.01,17.04,-1.76,7.64,17.33,76,2.72,231.62,2.88,229.94
2005,7,21,4.88,31.56,0,17.81,-0.65,8.58,19.21,75.83,2.91,246.44,3.36,244.19
2005,7,22,5.74,36.19,0.05,18.04,1.67,9.85,19.46,75.8,2.23,228.88,2.59,227.31
2005,7,23,6.04,39.88,0,17.1,2.51,9.8,18.57,75.82,2.09,251.5,2.31,250.56
2005,7,24,6.9,45.06,0.01,17.14,4.35,10.75,18.54,75.84,2.25,225.38,2.58,223.5
2005,7,25,6.65,45.31,0.33,16.73,3.78,10.26,18.35,75.89,2.23,233.75,2.52,231.81
2005,7,26,6.29,40.62,0,17.17,3.02,10.1,18.45,75.89,2.51,244.88,2.6,244.94
2005,7,27,5.62,36.56,0,17.09,1.44,9.26,17.9,75.91,2.32,221.31,2.32,219.06
2005,7,28,5.07,33.44,0.25,17.1,0.11,8.61,18.04,75.89,2.57,228.12,2.73,224.94
2005,7,29,5.43,34.75,0,17.44,1.07,9.26,18.67,75.81,2.6,251.88,2.7,250.31
2005,7,30,5.74,36.44,0.08,17.35,1.83,9.59,17.81,75.8,2.52,241.31,2.7,239.19
2005,7,31,5.13,33,0.01,18.3,0.19,9.24,19.73,75.67,2.95,248.75,3.23,247.06
2005,8,1,6.59,40.75,0.18,18.02,3.71,10.87,19.55,75.66,2.2,255.25,2.23,253.31
2005,8,2,6.59,43,0.48,16.76,3.76,10.26,17.93,75.7,2.52,213.12,2.65,211.75
2005,8,3,6.47,41.88,0.1,17.19,3.48,10.33,18.44,75.82,2.23,259.75,2.27,270.88
2005,8,4,6.41,42,0.05,17.01,3.33,10.16,18.44,75.96,2.64,231.06,2.94,229.06
2005,8,5,6.59,45.25,0.38,16.37,3.6,9.98,17.81,75.93,2.54,246.81,2.94,247.56
2005,8,6,5.07,33.69,0,17.25,-0.02,8.62,18.19,75.65,2.75,244.12,2.98,245.69
2005,8,7,5.55,36.12,0.17,17.07,0.93,9,18.3,75.35,2.83,242,3.14,243.31
2005,8,8,6.84,52.44,0.92,14.97,3.84,9.4,16.48,75.55,2.2,242.31,2.52,241.88
2005,8,9,5.55,40.75,0,16.09,1.2,8.65,17.21,75.75,3.13,235.44,3.57,235.31
2005,8,10,5.43,34.81,0,17.55,0.98,9.27,18.76,75.65,2.72,240.06,3.05,239.62
2005,8,11,7.63,52.88,0.83,16.26,5.73,11,18.15,75.61,2.06,252.56,2.3,250.62
2005,8,12,7.2,57.31,0.72,13.81,4.91,9.36,14.83,75.81,1.79,217.62,2.1,217.31
2005,8,13,6.77,52.88,0.54,14.25,4.23,9.24,15.77,76.13,2.12,221.62,2.23,220.5
2005,8,14,5.74,40.94,0.01,16.83,1.8,9.31,18.49,76,3.14,200.38,3.81,198.5
2005,8,15,6.47,43.62,0.02,17.21,3.51,10.37,18.76,75.85,2.71,215.81,3.28,211.88
2005,8,16,7.51,52.56,0.9,15.66,5.58,10.62,16.71,75.88,2.25,222.56,2.52,221.62
2005,8,17,6.29,49.44,0.26,14.4,2.86,8.62,15.48,76.02,2.35,243.25,2.65,256.88
2005,8,18,4.09,32.5,0.02,14.52,-2.96,5.78,15.01,76.09,2.57,252.12,2.78,253.25
2005,8,19,3.48,26.75,0,14.86,-4.77,5.05,15.52,76.04,2.52,231.19,2.76,231.12
2005,8,20,2.87,22.81,0,15.44,-7.2,4.12,16.11,75.75,2.88,211.88,3.25,210.31
2005,8,21,4.09,29.19,0,16.23,-2.95,6.64,16.83,75.73,3.05,225,3.43,224
2005,8,22,5.13,38.62,0.01,14.8,0.15,7.48,15.79,75.97,3.56,227.44,4.07,226.44
2005,8,23,5.37,44.5,0.15,13.61,0.74,7.18,15.55,76.05,2.77,205.94,3.48,205.12
2005,8,24,6.9,69.5,1.67,10.05,4.44,7.24,11.4,75.96,2.66,128.12,2.99,130.75
2005,8,25,6.16,53.81,0.02,13.04,2.74,7.89,14.65,75.79,2.45,221.25,2.78,229.12
2005,8,26,5.25,43.25,0.55,13.39,0.48,6.94,13.9,75.7,2.74,247.75,3.1,244.69
2005,8,27,4.76,54.12,1.3,8.38,-0.74,3.83,9.48,75.89,2.74,286.38,3.03,282.56
2005,8,28,3.66,48.12,0,8.08,-4.2,1.94,9.63,76.04,2.55,193.62,2.84,190.44
2005,8,29,2.87,29.19,0.01,10.46,-7.26,1.6,10.52,75.97,2.6,244,2.75,242.81
2005,8,30,3.78,38.94,0.43,9.93,-3.85,3.05,11.32,76.08,2.23,219.5,2.44,217.31
2005,8,31,3.78,37.31,0,11.8,-3.95,3.92,12.76,75.96,2.81,193.56,3.15,190.94
2005,9,1,5.31,45.38,0,13.68,0.75,7.21,14.86,76.19,2.66,216.06,3.2,212.25
2005,9,2,5.13,38,0,15.87,0.29,8.08,16.84,76.32,2.48,209.62,2.83,204.19
2005,9,3,4.46,32.94,0,15.71,-1.64,7.03,16.26,76.28,2.95,214.44,3.25,213
2005,9,4,3.91,29.25,0,15.91,-3.38,6.26,16.12,76.14,2.61,220.94,2.8,218.94
2005,9,5,3.17,21.62,0,17.43,-5.84,5.8,16.75,76.02,2.62,206.81,2.85,204.94
2005,9,6,3.3,21,0,18.31,-5.49,6.41,17.85,76.01,2.94,208.56,3.24,206.38
2005,9,7,3.97,25.69,0,17.29,-3.15,7.07,16.72,76.25,2.7,251.62,2.95,250.06
2005,9,8,5.49,42.25,0,14.45,1.25,7.85,15.05,76.34,2.55,232.88,2.89,233.06
2005,9,9,5,43.69,0.03,12.69,-0.23,6.23,13.44,76.34,2.41,248.62,2.72,246.56
2005,9,10,3.48,32.44,0.23,11.49,-4.76,3.37,11.57,76.33,2.19,190.81,2.3,200.81
2005,9,11,3.85,34.94,0,12.19,-3.66,4.26,13.21,76.09,2.06,207.38,2.37,201.5
2005,9,12,5,43,0,13.29,-0.1,6.59,14.85,75.91,2.18,170.12,3.05,166.81
2005,9,13,4.21,38.56,0,13.39,-2.42,5.48,14.22,76.07,2.92,213.5,3.6,212.19
2005,9,14,3.3,27.75,0,13.51,-5.43,4.05,13.54,76.21,2.82,219.75,3.08,218.19
2005,9,15,2.56,22.75,0,13.59,-8.38,2.6,13.34,76.25,2.8,210.12,3.14,208.12
2005,9,16,2.38,20,0,13.91,-9.2,2.35,13.51,76.02,2.99,207.62,3.34,206.31
2005,9,17,2.75,20.88,0,14.87,-7.71,3.58,14.26,75.91,2.81,218.94,3.13,218
2005,9,18,4.09,31.69,0.25,13.92,-2.78,5.57,13.17,76.06,2.04,243.19,2.15,243
2005,9,19,4.03,36.12,0.25,12.37,-2.84,4.77,12.27,76.25,2.12,228.44,2.3,227.12
2005,9,20,3.54,33.94,0,11.56,-4.52,3.51,11.92,76.19,2.74,209.94,3.07,207.69
2005,9,21,2.99,27.31,0,12.48,-6.74,2.87,12.48,76.16,2.73,211.44,3.05,209.75
2005,9,22,2.75,24.44,0,12.37,-7.56,2.41,12.01,76.29,2.34,207.38,2.57,205.62
2005,9,23,2.75,27,0,11.29,-7.49,1.9,11.2,76.11,2.69,206.56,2.88,205.06
2005,9,24,2.93,29.69,0.2,10.51,-6.81,1.85,10.12,76.07,2.52,214.56,2.73,212.81
2005,9,25,3.6,38.31,0.01,9.77,-4.35,2.71,10.37,76.15,2.79,222.81,3.16,222.38
2005,9,26,4.88,59.94,0.27,7.37,-0.33,3.52,8.79,76.18,1.89,212.62,2.22,211.31
2005,9,27,4.7,58.06,0.04,7.51,-0.85,3.33,8.74,76.15,2.48,207.38,2.97,206.44
2005,9,28,4.15,52.19,0.18,7.75,-2.7,2.52,8.97,76.23,2.59,209.12,3.08,207.62
2005,9,29,2.56,36,0,6.24,-9.6,-1.68,6.97,76.32,3.15,200.12,3.75,198.75
2005,9,30,1.46,19,0,7.62,-14.65,-3.52,6.98,76.34,2.87,205.38,3.29,203.94
2005,10,1,2.32,27.75,0,9.38,-9.81,-0.21,9.22,76.31,3.03,198.12,3.61,196.5
2005,10,2,2.69,31.69,0,9.08,-7.92,0.58,8.95,76.18,3.01,189.44,3.6,188.19
2005,10,3,4.52,50.5,0.02,8.96,-1.47,3.74,9.83,76.16,2.37,207.56,3.02,206.5
2005,10,4,4.33,50.12,0.07,8.39,-1.99,3.2,9.06,76.2,1.8,194.56,2.09,192.94
2005,10,5,3.36,36.88,0,9.63,-5.3,2.17,9.58,76.25,2.85,200.25,3.26,198.94
2005,10,6,2.87,29.56,0,10.79,-7.16,1.81,10.61,76.44,2.49,197.38,2.84,195.5
2005,10,7,3.17,31.88,0,11.64,-5.9,2.87,11.81,76.37,2.7,206.38,3.16,205.62
2005,10,8,3.97,42.69,0,9.73,-3.13,3.3,9.9,76.36,2.41,198.12,2.63,198
2005,10,9,4.58,63.88,0.01,5.98,-1.34,2.32,7.13,76.41,2.77,204.75,3.27,205
2005,10,10,4.15,58.88,0,5.81,-2.52,1.65,6.55,76.6,2.88,237.06,3.3,237.69
2005,10,11,3.6,49.12,0,5.94,-4.35,0.8,5.34,76.63,2.08,198.75,2.3,197.12
2005,10,12,3.97,64.25,0.46,3.03,-3.1,-0.04,2.73,76.6,1.09,148.5,1.3,147.88
2005,10,13,3.72,63.06,0.01,2.45,-3.97,-0.76,2.24,76.41,1.17,151.19,1.46,150
2005,10,14,2.69,46.94,0,3.25,-8.19,-2.47,3.71,76.17,2.41,180.5,2.98,182.25
2005,10,15,2.69,47.56,0,2.8,-7.99,-2.6,3.85,76.14,2.32,239.81,2.63,240.44
2005,10,16,2.5,48.19,0.08,1.89,-8.95,-3.53,3.01,76.26,2.11,219,2.39,217.69
2005,10,17,1.89,34.75,0.19,1.6,-11.86,-5.13,1,76.42,1.79,185.5,1.95,182.81
2005,10,18,1.46,28.69,0,1.99,-14.45,-6.23,1.42,76.49,2.49,184.62,2.91,184.19
2005,10,19,0.73,12.06,0,5.62,-21.79,-8.09,3.63,76.36,2.42,191.88,2.96,187.94
2005,10,20,0.67,10.5,0,6.38,-22.04,-7.83,4.19,76.18,2.73,185.38,3.32,182.62
2005,10,21,0.85,13.38,0,6.83,-20.06,-6.61,5.24,76.27,3.27,180.69,4.42,179.06
2005,10,22,0.98,13.19,0,7.96,-18.52,-5.27,5.55,76.38,2.75,205.69,3.35,205.38
2005,10,23,2.87,42.44,0.28,4.64,-7.93,-1.65,3.26,76.41,1.72,178.31,1.86,178.88
2005,10,24,4.39,83.31,2.45,0.88,-1.8,-0.46,1.45,76.32,1.71,199.94,1.84,199.69
2005,10,25,3.48,76.94,2.99,-0.71,-4.7,-2.7,-0.43,76.37,1.41,235.38,1.55,205.69
2005,10,26,2.32,46.88,0,0.98,-9.67,-4.35,-0.13,76.22,2.46,179.44,2.88,177.56
2005,10,27,2.08,38.56,0,1.33,-10.93,-4.81,-0.29,76.53,2.13,175.88,2.49,174.88
2005,10,28,1.34,24.5,0,3.26,-15.82,-6.28,1.3,76.19,3.23,165.31,4.05,163.88
2005,10,29,1.77,26.12,0,4.73,-12.74,-4.01,1.67,76.43,2.48,217.44,2.95,218.44
2005,10,30,1.89,29.5,0,4.4,-11.92,-3.76,2.73,76.36,2.26,228.56,2.7,228
2005,10,31,3.42,64.88,0.05,0.98,-5.11,-2.06,1.28,76.23,2.67,260.44,3.27,246.12
2005,11,1,2.99,59.62,0,0.49,-6.66,-3.09,0.62,76.25,1.8,251.88,2.2,251.19
2005,11,2,2.62,52,0,0.91,-8.2,-3.64,0.34,76.23,1.92,189.94,2.21,189.31
2005,11,3,2.38,49.31,0,0.3,-9.27,-4.49,-1.09,76.29,2.21,191.56,2.54,191.38
2005,11,4,1.77,34.06,0,1.83,-12.46,-5.31,-0.27,76.37,1.94,199.44,2.23,183.38
2005,11,5,1.65,28.5,0,2.51,-13.51,-5.5,-0.1,76.32,2.05,194.44,2.35,193.69
2005,11,6,1.4,25.94,0,2.12,-15.1,-6.49,-0.04,76.07,2.4,181.56,2.84,180.44
2005,11,7,2.2,42.06,0,1.33,-10.92,-4.79,-0.2,76.02,1.77,196.88,2.19,194.19
2005,11,8,3.91,81.12,0.04,-0.38,-3.38,-1.88,-0.4,76.11,1.52,152.69,1.9,162.75
2005,11,9,2.99,51.94,0.2,2.28,-6.74,-2.24,0.86,75.76,1.59,126.62,2.05,124.44
2005,11,10,3.54,69.25,2.84,0.94,-4.77,-1.92,0.19,75.59,1.77,142.31,2.02,139.88
2005,11,11,3.42,85,4.21,-2.58,-5.13,-3.86,-2.33,75.97,1.74,179.25,1.93,180.12
2005,11,12,2.62,64,0.48,-1.85,-8.2,-5.02,-3.03,76.14,1.92,165.25,2.2,165
2005,11,13,2.56,56.88,0,-1.13,-8.61,-4.87,-2.68,76.13,1.53,159.19,1.84,157.44
2005,11,14,2.69,64.56,0.29,-1.93,-8.21,-5.07,-2.46,76.05,1.85,233.19,1.92,231.25
2005,11,15,2.81,76.19,0,-3.61,-7.57,-5.59,-2.99,76.15,1.3,155.5,1.44,154.56
2005,11,16,2.62,77.62,0,-4.51,-8.15,-6.33,-4.58,76.38,1.39,139.5,1.56,140.44
2005,11,17,1.65,47.5,0,-3.34,-13.73,-8.53,-5.49,76.51,1.95,171.06,2.35,168.5
2005,11,18,1.4,32.69,0,-1.14,-15.45,-8.3,-4.35,76.24,2.34,162.5,2.84,161.06
2005,11,19,1.4,29.81,0,0.01,-15.44,-7.71,-3.46,76.19,2.36,170.38,2.88,169.69
2005,11,20,2.32,39.31,0,2.42,-10.17,-3.87,-0.92,76.29,1.66,174.94,2.05,173.06
2005,11,21,2.93,52.75,0,2.12,-7.04,-2.46,-0.32,76.11,2.42,170.81,3.05,170.5
2005,11,22,3.97,70,0,1.74,-3.45,-0.86,0.12,76.22,1.35,203.44,1.69,204.19
2005,11,23,3.72,71.25,0.03,1.02,-3.86,-1.42,0.33,76.2,1.84,185.62,2.31,185.94
2005,11,24,3.48,69.81,0.14,0.53,-5.18,-2.33,0.4,76.05,1.86,203.69,2.28,189.56
2005,11,25,3.17,88.75,5.24,-4.07,-5.99,-5.03,-4.25,75.97,1.84,159.69,1.97,158.81
2005,11,26,2.14,72.69,0.02,-5.74,-10.43,-8.08,-6.82,76.14,1.79,162.94,2.05,163.19
2005,11,27,2.01,59.25,0,-4.42,-11.35,-7.89,-5.45,76.14,1.27,159,1.48,162.56
2005,11,28,1.71,59.12,0,-5.92,-12.95,-9.43,-7.12,76.2,1.73,169.94,2.11,169.31
2005,11,29,1.83,59.88,0,-5.56,-12.18,-8.87,-7.05,76.26,1.48,191.75,1.64,190.81
2005,11,30,1.71,56.31,0,-5.49,-13.02,-9.26,-8.27,75.92,1.63,191.12,1.84,188.94
2005,12,1,1.4,42.44,0,-4.92,-15.42,-10.17,-8.61,75.77,1.9,174.69,2.21,172.94
2005,12,2,1.28,37.94,0,-4.45,-16.38,-10.42,-7.99,76.06,2.34,149.06,2.82,147.88
2005,12,3,1.59,44.5,0.04,-4.09,-14.21,-9.15,-5.4,75.92,3.02,174.25,3.91,175.12
2005,12,4,2.87,75.12,0.34,-3.27,-7.35,-5.31,-3.7,75.88,1.47,176.31,2.01,176.62
2005,12,5,3.78,91.06,0.2,-2.29,-3.81,-3.05,-3.03,75.89,1.13,163.19,1.46,164.19
2005,12,6,3.48,80.81,0.07,-1.56,-4.89,-3.22,-3.46,76.09,1.52,169.38,1.83,169.31
2005,12,7,3.78,90.69,3.3,-2.2,-3.81,-3.01,-2.77,76.06,1.51,198.31,1.97,199.88
2005,12,8,2.99,97.56,15.76,-6.12,-6.86,-6.49,-6.85,76.07,2.06,285.5,2.6,283.94
2005,12,9,2.14,95.88,0.17,-9.65,-10.69,-10.17,-12.42,76.42,1.48,234,1.73,232.25
2005,12,10,1.22,66.12,0,-11.65,-16.86,-14.25,-18.74,76.4,1.96,179.88,2.35,178.38
2005,12,11,1.34,53.5,0,-8.72,-16.08,-12.4,-16.31,76.38,1.85,162.56,2.2,160.44
2005,12,12,1.71,55.31,0,-6.41,-13.6,-10.01,-13.1,76.18,2.18,147.5,2.7,146.62
2005,12,13,1.59,52.81,0.06,-6.52,-14.27,-10.39,-12.88,76.1,2.35,111.44,2.88,111.75
2005,12,14,1.4,52.06,0,-7.53,-15.52,-11.52,-11.68,75.93,2.41,185.69,3.09,184.88
2005,12,15,1.4,61.12,0,-9.23,-15.34,-12.28,-14.09,76.19,2.18,149,2.77,146.44
2005,12,16,1.28,44.44,0,-7.13,-16.79,-11.96,-12.45,76.31,2.84,150.31,3.6,149.12
2005,12,17,1.28,38,0,-5.19,-16.84,-11.02,-11.3,76.15,2.76,130.38,3.47,130.62
2005,12,18,1.28,37.94,0,-5.21,-16.88,-11.05,-11.58,76.16,2.48,155.06,3.08,153.75
2005,12,19,1.16,36.88,0,-6.29,-18.06,-12.18,-9.73,75.96,5.97,132.44,7.39,132.38
2005,12,20,1.16,42.5,0,-7.34,-17.26,-12.3,-8.49,75.84,9.06,128.06,10.58,128
2005,12,21,1.4,42.19,0,-5.07,-15.48,-10.27,-8.28,75.97,3.23,175.81,4.02,178.56
2005,12,22,1.95,57,0,-4.35,-11.7,-8.02,-9.46,76.16,1.52,218.19,1.83,222.62
2005,12,23,1.89,64.06,0,-5.68,-11.84,-8.76,-9.34,75.96,2.37,161.81,2.91,160.38
